player_id,player_name,age,height_cm,weight_kg,nationality,position,sprint_speed,stamina,strength,agility,jump_height_cm,injury_prone
1252,Player_1252,27,178,79,Brazil,Midfielder,28.100000381469727,78.599998474121094,44.599998474121094,87,49,False
1253,Player_1253,21,208,74,France,Forward,32.299999237060547,70.5,96.5,96.900001525878906,86,True
1254,Player_1254,26,160,55,India,Midfielder,29.899999618530273,58.200000762939453,64.800003051757813,36.700000762939453,46,False
1255,Player_1255,23,197,77,France,Forward,28.600000381469727,55.900001525878906,41.400001525878906,68.5,66,True
1256,Player_1256,19,178,76,France,Goalkeeper,29.700000762939453,86.300003051757813,83.199996948242188,52.299999237060547,68,False
1257,Player_1257,34,160,116,UK,Defender,27,51.700000762939453,55.099998474121094,82.300003051757813,36,False
1258,Player_1258,22,199,55,UK,Forward,31.399999618530273,76.400001525878906,45.5,74.400001525878906,45,True
1259,Player_1259,23,176,113,Brazil,Goalkeeper,21.100000381469727,66.5,90.599998474121094,31.899999618530273,38,False
1260,Player_1260,29,180,73,Spain,Goalkeeper,27.600000381469727,57.5,54.599998474121094,74.5,46,True
1261,Player_1261,38,181,84,Germany,Defender,32.099998474121094,94.5,72.599998474121094,80.699996948242188,46,False
1262,Player_1262,27,174,55,Spain,Midfielder,24.5,87,76.699996948242188,83.900001525878906,96,False
1263,Player_1263,39,209,102,India,Forward,32.700000762939453,88.699996948242188,96.699996948242188,92.400001525878906,59,False
1264,Player_1264,38,198,73,UK,Forward,31.700000762939453,71.800003051757813,63.799999237060547,96.199996948242188,93,False
1265,Player_1265,23,207,106,India,Midfielder,28.700000762939453,82.400001525878906,70.099998474121094,48.700000762939453,71,False
1266,Player_1266,25,198,76,Germany,Defender,23.799999237060547,54.5,58.099998474121094,76.300003051757813,30,False
1267,Player_1267,19,191,104,India,Forward,32.900001525878906,57,68,69,99,True
1268,Player_1268,29,208,60,India,Forward,20.399999618530273,66.099998474121094,40.400001525878906,87.5,63,False
1269,Player_1269,30,163,118,France,Midfielder,28.899999618530273,72.900001525878906,91.5,32.700000762939453,89,False
1270,Player_1270,38,203,75,Spain,Goalkeeper,31.700000762939453,54.700000762939453,44,58.700000762939453,55,False
1271,Player_1271,24,204,73,India,Defender,27.299999237060547,78.199996948242188,54.799999237060547,54,64,True
1272,Player_1272,27,191,91,Spain,Goalkeeper,21.5,62,83.099998474121094,75.699996948242188,68,False
1273,Player_1273,30,163,117,Spain,Goalkeeper,32.5,88.699996948242188,78.5,59.299999237060547,65,False
1274,Player_1274,34,160,83,UK,Midfielder,33.599998474121094,50,85.099998474121094,57.599998474121094,99,True
1275,Player_1275,38,192,114,Germany,Forward,28.399999618530273,93.300003051757813,70.300003051757813,56.299999237060547,46,True
1276,Player_1276,31,166,88,France,Midfielder,31.799999237060547,86.599998474121094,95.699996948242188,87.800003051757813,70,False
1277,Player_1277,19,168,55,UK,Goalkeeper,29.200000762939453,77.300003051757813,96.699996948242188,63.799999237060547,97,True
1278,Player_1278,39,160,102,France,Midfielder,28.600000381469727,86.900001525878906,85.5,58,84,False
1279,Player_1279,28,175,75,India,Defender,22,68.199996948242188,59.299999237060547,90.599998474121094,48,True
1280,Player_1280,18,177,88,USA,Goalkeeper,26.600000381469727,58.099998474121094,42.5,30.100000381469727,91,False
1281,Player_1281,36,206,80,USA,Goalkeeper,30.200000762939453,50.5,73,52.299999237060547,72,False
1282,Player_1282,38,165,90,France,Defender,26.799999237060547,77.400001525878906,40.5,77.199996948242188,61,False
1283,Player_1283,21,161,77,USA,Midfielder,29.299999237060547,64.599998474121094,88.599998474121094,37.299999237060547,87,False
1284,Player_1284,36,168,101,Germany,Midfielder,33.400001525878906,60.599998474121094,75.300003051757813,70.599998474121094,53,False
1285,Player_1285,38,163,98,India,Midfielder,25.5,93.400001525878906,77.099998474121094,61.400001525878906,91,False
1286,Player_1286,28,204,74,India,Forward,32.400001525878906,86.300003051757813,43.599998474121094,76.800003051757813,77,False
1287,Player_1287,25,182,81,Germany,Goalkeeper,20.399999618530273,99.5,75.199996948242188,67.199996948242188,89,False
1288,Player_1288,28,202,115,India,Defender,32.799999237060547,83.099998474121094,50.799999237060547,43.599998474121094,62,False
1289,Player_1289,21,204,91,UK,Goalkeeper,21.600000381469727,94.800003051757813,64.199996948242188,39.299999237060547,66,False
1290,Player_1290,34,202,106,France,Forward,24.799999237060547,55.900001525878906,59.200000762939453,51.5,69,False
1291,Player_1291,24,167,116,India,Goalkeeper,27.700000762939453,86.099998474121094,54.799999237060547,96,82,False
1292,Player_1292,25,198,78,UK,Defender,29.799999237060547,54.299999237060547,66.800003051757813,44.700000762939453,58,False
1293,Player_1293,20,184,66,Germany,Defender,34.299999237060547,54.700000762939453,85.699996948242188,62.299999237060547,66,True
1294,Player_1294,39,175,70,India,Goalkeeper,24.600000381469727,92.900001525878906,54,96.5,90,False
1295,Player_1295,19,194,90,Germany,Forward,21.299999237060547,68,70.599998474121094,44.099998474121094,60,False
1296,Player_1296,32,176,56,Germany,Goalkeeper,26.899999618530273,65.800003051757813,61.400001525878906,47.099998474121094,79,False
1297,Player_1297,39,177,116,Spain,Forward,25.200000762939453,59.200000762939453,79.300003051757813,63.5,59,False
1298,Player_1298,39,186,118,USA,Midfielder,29,74.199996948242188,74,37.400001525878906,47,True
1299,Player_1299,22,174,83,UK,Defender,33.799999237060547,60.200000762939453,79,35.599998474121094,34,True
1300,Player_1300,18,176,85,UK,Goalkeeper,29.700000762939453,76.900001525878906,98.900001525878906,51.200000762939453,47,False
1301,Player_1301,21,202,69,India,Defender,28.700000762939453,83,70.400001525878906,40,94,False
1302,Player_1302,32,164,109,India,Defender,23.700000762939453,82.699996948242188,46.200000762939453,59.900001525878906,91,False
1303,Player_1303,37,175,87,Germany,Goalkeeper,24,68.199996948242188,42.700000762939453,37.599998474121094,81,False
1304,Player_1304,36,174,106,India,Midfielder,26.5,85.199996948242188,43,71.099998474121094,77,False
1305,Player_1305,20,201,74,Spain,Defender,33.400001525878906,63.299999237060547,61.099998474121094,64.5,50,False
1306,Player_1306,37,205,92,UK,Defender,28.700000762939453,90.400001525878906,83.5,71.5,34,False
1307,Player_1307,28,193,57,Brazil,Forward,27.399999618530273,50,90.400001525878906,93.099998474121094,35,False
1308,Player_1308,34,207,108,UK,Forward,28.100000381469727,98.300003051757813,75.599998474121094,54.200000762939453,50,True
1309,Player_1309,30,178,72,Spain,Midfielder,32.5,71.699996948242188,68.800003051757813,48.799999237060547,30,False
1310,Player_1310,28,167,61,Germany,Goalkeeper,30.200000762939453,66.699996948242188,90.800003051757813,70.199996948242188,67,True
1311,Player_1311,19,206,89,Spain,Defender,33.900001525878906,81.199996948242188,43.400001525878906,47.299999237060547,34,False
1312,Player_1312,26,169,114,USA,Midfielder,28.700000762939453,94,59.400001525878906,34.700000762939453,91,False
1313,Player_1313,19,164,78,UK,Goalkeeper,22.899999618530273,67.599998474121094,43.400001525878906,34.099998474121094,39,False
1314,Player_1314,38,207,93,USA,Forward,20.299999237060547,53.5,95.900001525878906,34.599998474121094,77,False
1315,Player_1315,26,185,66,UK,Defender,24.799999237060547,67.699996948242188,45.400001525878906,46.599998474121094,96,False
1316,Player_1316,26,181,107,USA,Defender,20.899999618530273,50.299999237060547,97.599998474121094,81.099998474121094,89,True
1317,Player_1317,25,203,118,UK,Goalkeeper,26.100000381469727,59.299999237060547,83.800003051757813,40.799999237060547,71,True
1318,Player_1318,34,182,58,Brazil,Midfielder,22.799999237060547,52.599998474121094,69.699996948242188,48,82,False
1319,Player_1319,18,172,59,Germany,Defender,26.100000381469727,69.400001525878906,58.799999237060547,90.199996948242188,56,False
1320,Player_1320,28,168,70,Brazil,Defender,26,53,72.199996948242188,60.599998474121094,51,True
1321,Player_1321,25,208,81,France,Forward,24.100000381469727,99.199996948242188,78.599998474121094,32.900001525878906,72,False
1322,Player_1322,27,179,58,Spain,Midfielder,29.799999237060547,89.099998474121094,68.900001525878906,47.299999237060547,67,False
1323,Player_1323,24,187,102,UK,Forward,26.5,71,95,51.099998474121094,61,False
1324,Player_1324,20,203,62,Spain,Goalkeeper,33.400001525878906,89.5,48.400001525878906,43,86,False
1325,Player_1325,20,196,100,UK,Goalkeeper,21.100000381469727,70.900001525878906,47.700000762939453,97.699996948242188,56,False
1326,Player_1326,35,183,98,France,Midfielder,26.200000762939453,82.400001525878906,86.800003051757813,58.5,52,False
1327,Player_1327,22,203,106,Germany,Forward,31.600000381469727,91.099998474121094,73.599998474121094,57.700000762939453,93,False
1328,Player_1328,29,192,88,Germany,Goalkeeper,27.399999618530273,84.199996948242188,64.400001525878906,98.400001525878906,44,False
1329,Player_1329,29,179,116,Spain,Midfielder,34.5,54.200000762939453,89.199996948242188,68.400001525878906,87,False
1330,Player_1330,36,207,75,Brazil,Goalkeeper,22.600000381469727,52.200000762939453,96.300003051757813,35.799999237060547,66,False
1331,Player_1331,23,189,78,France,Defender,24.700000762939453,78.5,71.5,61,77,False
1332,Player_1332,19,203,98,Spain,Defender,21.700000762939453,59.799999237060547,74.099998474121094,75.800003051757813,35,True
1333,Player_1333,29,168,95,Germany,Midfielder,23.700000762939453,99.199996948242188,43.299999237060547,69.900001525878906,32,False
1334,Player_1334,36,204,83,USA,Goalkeeper,30.100000381469727,50.799999237060547,69.900001525878906,89.199996948242188,92,False
1335,Player_1335,22,208,60,Spain,Midfielder,27.299999237060547,87.400001525878906,41.200000762939453,97.400001525878906,74,False
1336,Player_1336,29,176,110,UK,Midfielder,22.399999618530273,52.099998474121094,64.400001525878906,34.099998474121094,99,False
1337,Player_1337,34,195,68,India,Midfielder,27.100000381469727,80.5,98,47.900001525878906,65,False
1338,Player_1338,34,173,104,Germany,Defender,32.700000762939453,71,85.800003051757813,93,60,False
1339,Player_1339,27,178,106,UK,Midfielder,26.600000381469727,81.599998474121094,84.099998474121094,91,33,False
1340,Player_1340,34,166,55,France,Defender,20.200000762939453,88.099998474121094,87.099998474121094,31.100000381469727,50,False
1341,Player_1341,32,162,66,Brazil,Defender,20.799999237060547,51.700000762939453,91,70.400001525878906,94,False
1342,Player_1342,29,192,78,Brazil,Goalkeeper,26.600000381469727,76.099998474121094,42.599998474121094,52.400001525878906,44,False
1343,Player_1343,33,203,91,Germany,Midfielder,28.899999618530273,97.099998474121094,92.800003051757813,67.099998474121094,49,False
1344,Player_1344,36,191,57,Germany,Goalkeeper,33.299999237060547,60.900001525878906,86.5,45.400001525878906,97,False
1345,Player_1345,25,206,81,Brazil,Defender,34.700000762939453,53.900001525878906,81,79.400001525878906,71,False
1346,Player_1346,38,170,107,Spain,Midfielder,34.700000762939453,88.5,64.300003051757813,53.200000762939453,35,False
1347,Player_1347,34,201,71,India,Defender,28.399999618530273,87.099998474121094,58,74.900001525878906,80,False
1348,Player_1348,22,161,69,Brazil,Midfielder,20.5,69.5,51.5,35.299999237060547,66,True
1349,Player_1349,39,185,93,Brazil,Midfielder,23.200000762939453,91.5,60.5,97.400001525878906,32,False
1350,Player_1350,33,163,58,Spain,Forward,26.5,77.199996948242188,92.699996948242188,47.700000762939453,32,False
1351,Player_1351,23,176,71,UK,Goalkeeper,33.200000762939453,73.800003051757813,43.400001525878906,58.5,61,False
1352,Player_1352,25,176,65,Spain,Forward,20.299999237060547,91.099998474121094,83.599998474121094,56.700000762939453,65,False
1353,Player_1353,35,187,66,USA,Midfielder,27.600000381469727,54.900001525878906,45.099998474121094,71.699996948242188,31,False
1354,Player_1354,29,189,86,Germany,Forward,29.799999237060547,61.200000762939453,47,37.400001525878906,64,True
1355,Player_1355,32,199,81,Brazil,Defender,24.299999237060547,72.199996948242188,52,53.400001525878906,70,False
1356,Player_1356,26,182,98,India,Midfielder,24.700000762939453,54.299999237060547,80.400001525878906,91.599998474121094,54,False
1357,Player_1357,30,205,97,France,Midfielder,25.799999237060547,99.800003051757813,91.099998474121094,57.799999237060547,69,False
1358,Player_1358,32,183,103,Germany,Midfielder,24.100000381469727,65.699996948242188,48.5,46.599998474121094,87,False
1359,Player_1359,27,188,97,India,Forward,26.600000381469727,97.400001525878906,54,93.199996948242188,66,False
1360,Player_1360,33,163,57,Brazil,Goalkeeper,22.399999618530273,73.699996948242188,78.099998474121094,70.900001525878906,46,False
1361,Player_1361,24,197,83,UK,Goalkeeper,23,96.199996948242188,67.400001525878906,59.099998474121094,86,True
1362,Player_1362,34,188,89,Brazil,Goalkeeper,20.600000381469727,72,78,95.699996948242188,84,False
1363,Player_1363,38,178,102,India,Forward,26.200000762939453,90.699996948242188,49.5,78.900001525878906,75,False
1364,Player_1364,39,186,93,Spain,Defender,30.600000381469727,87.599998474121094,67.599998474121094,76.900001525878906,77,False
1365,Player_1365,24,188,78,Germany,Forward,27.600000381469727,97.300003051757813,60.400001525878906,52.900001525878906,36,False
1366,Player_1366,31,195,74,Spain,Goalkeeper,28,81.900001525878906,66.199996948242188,69.199996948242188,51,True
1367,Player_1367,32,194,69,Brazil,Forward,26.700000762939453,61.400001525878906,57.799999237060547,62.900001525878906,92,True
1368,Player_1368,38,165,72,UK,Defender,28.799999237060547,77.099998474121094,48.599998474121094,57.900001525878906,74,False
1369,Player_1369,24,182,114,India,Midfielder,23.399999618530273,57.299999237060547,80,30.5,62,True
1370,Player_1370,26,198,95,Spain,Midfielder,23.100000381469727,66.699996948242188,80.099998474121094,50.599998474121094,70,False
1371,Player_1371,36,205,65,France,Goalkeeper,34.099998474121094,89.5,55.900001525878906,98.599998474121094,86,False
1372,Player_1372,33,203,110,Brazil,Goalkeeper,26.799999237060547,50.700000762939453,74.599998474121094,84.599998474121094,91,False
1373,Player_1373,25,207,72,UK,Defender,32.400001525878906,81,97.699996948242188,73,37,False
1374,Player_1374,35,167,66,Germany,Forward,33.799999237060547,84.599998474121094,72.199996948242188,59.200000762939453,35,False
1375,Player_1375,35,161,70,India,Defender,29.200000762939453,95,58.799999237060547,35.400001525878906,36,False
1376,Player_1376,37,172,81,Germany,Defender,24.5,87.800003051757813,58.5,72.699996948242188,75,False
1377,Player_1377,24,199,71,France,Midfielder,30.200000762939453,70.099998474121094,89.900001525878906,49.099998474121094,40,False
1378,Player_1378,20,180,85,USA,Forward,26.5,88.300003051757813,69.300003051757813,70.300003051757813,55,False
1379,Player_1379,35,190,89,Spain,Midfielder,34.599998474121094,81.300003051757813,55.799999237060547,96.300003051757813,87,False
1380,Player_1380,27,207,81,Brazil,Midfielder,32.200000762939453,79.300003051757813,77.900001525878906,85,38,False
1381,Player_1381,24,195,86,Germany,Defender,32.200000762939453,53.700000762939453,91.900001525878906,97.199996948242188,30,False
1382,Player_1382,34,207,71,Brazil,Midfielder,28.799999237060547,77,83.599998474121094,88.599998474121094,91,False
1383,Player_1383,31,197,65,France,Goalkeeper,20.100000381469727,93.400001525878906,45.200000762939453,36.099998474121094,89,False
1384,Player_1384,20,186,55,Spain,Goalkeeper,32.5,71.800003051757813,60.5,36.799999237060547,58,True
1385,Player_1385,29,195,103,UK,Midfielder,20.399999618530273,85.199996948242188,88.800003051757813,77.400001525878906,71,False
1386,Player_1386,30,207,95,Brazil,Midfielder,21.799999237060547,95.199996948242188,65.099998474121094,75.900001525878906,64,False
1387,Player_1387,19,182,74,France,Forward,32.599998474121094,76.699996948242188,99.900001525878906,56.599998474121094,48,False
1388,Player_1388,20,180,91,India,Goalkeeper,23.299999237060547,54.400001525878906,60.5,33.799999237060547,44,False
1389,Player_1389,22,172,70,UK,Forward,32.599998474121094,52.700000762939453,94.400001525878906,80,84,False
1390,Player_1390,28,196,93,India,Midfielder,23.5,89.900001525878906,67.599998474121094,37.299999237060547,60,False
1391,Player_1391,25,206,99,UK,Goalkeeper,31.600000381469727,51.599998474121094,96.199996948242188,74.5,69,False
1392,Player_1392,29,185,118,UK,Defender,28.100000381469727,99.900001525878906,65.300003051757813,33.400001525878906,82,False
1393,Player_1393,24,199,101,Spain,Defender,30.100000381469727,56.400001525878906,68.099998474121094,42.700000762939453,77,False
1394,Player_1394,32,166,77,USA,Midfielder,32.599998474121094,88.800003051757813,72.400001525878906,69,52,False
1395,Player_1395,34,205,86,Brazil,Forward,34.799999237060547,93.400001525878906,42.400001525878906,71.800003051757813,55,False
1396,Player_1396,21,198,103,UK,Defender,21.299999237060547,65.300003051757813,45,77,59,False
1397,Player_1397,39,181,73,Germany,Defender,30.299999237060547,77.099998474121094,91.300003051757813,37.799999237060547,73,True
1398,Player_1398,30,198,93,Spain,Goalkeeper,34.400001525878906,97.599998474121094,55.900001525878906,61.099998474121094,83,False
1399,Player_1399,35,182,114,Spain,Forward,25.600000381469727,97.800003051757813,77.599998474121094,39.400001525878906,93,False
1400,Player_1400,18,189,65,UK,Forward,25,96.5,55.599998474121094,95.5,57,False
1401,Player_1401,33,177,103,Germany,Defender,30.200000762939453,63.700000762939453,61.099998474121094,88.400001525878906,70,False
1402,Player_1402,30,201,69,France,Midfielder,26,53,76.300003051757813,69.5,51,False
1403,Player_1403,27,177,115,Spain,Defender,23.200000762939453,55.099998474121094,60.299999237060547,60.200000762939453,66,False
1404,Player_1404,29,205,97,UK,Forward,22.399999618530273,57.099998474121094,83.5,52.700000762939453,94,False
1405,Player_1405,19,169,69,Brazil,Goalkeeper,22.899999618530273,83.599998474121094,71,85,71,False
1406,Player_1406,20,198,59,UK,Forward,30.600000381469727,90.099998474121094,85.400001525878906,65.699996948242188,93,False
1407,Player_1407,27,189,83,Brazil,Goalkeeper,33.799999237060547,52.5,52.799999237060547,30.799999237060547,97,True
1408,Player_1408,19,185,116,Brazil,Goalkeeper,32.099998474121094,94.5,78.699996948242188,69.900001525878906,94,False
1409,Player_1409,30,166,114,USA,Goalkeeper,26.700000762939453,87.400001525878906,58.799999237060547,90,46,False
1410,Player_1410,30,166,76,USA,Forward,27.899999618530273,76.5,61.200000762939453,72.5,34,False
1411,Player_1411,35,164,67,India,Forward,29.299999237060547,99.5,51.200000762939453,34.900001525878906,58,True
1412,Player_1412,20,160,104,France,Midfielder,28.700000762939453,63.299999237060547,47.700000762939453,71.300003051757813,56,False
1413,Player_1413,24,205,101,France,Defender,34.5,60.900001525878906,92.900001525878906,82.5,76,True
1414,Player_1414,31,177,83,Brazil,Forward,33.299999237060547,66.699996948242188,96.800003051757813,81.699996948242188,69,False
1415,Player_1415,37,172,71,France,Goalkeeper,20.700000762939453,76.300003051757813,63.599998474121094,67.900001525878906,30,False
1416,Player_1416,34,184,74,India,Forward,32.5,69.300003051757813,85.800003051757813,82.699996948242188,36,False
1417,Player_1417,38,199,60,France,Forward,21.700000762939453,91.5,88.199996948242188,38.299999237060547,58,False
1418,Player_1418,29,167,76,UK,Defender,30.399999618530273,94.699996948242188,48.5,48.299999237060547,60,False
1419,Player_1419,33,169,63,UK,Forward,24.299999237060547,98.300003051757813,96.300003051757813,45.900001525878906,78,False
1420,Player_1420,29,191,86,UK,Goalkeeper,31.600000381469727,90.900001525878906,88.5,54.400001525878906,71,False
1421,Player_1421,32,176,87,Germany,Defender,20.100000381469727,80.400001525878906,87.400001525878906,74.599998474121094,45,False
1422,Player_1422,27,197,103,Brazil,Midfielder,25.700000762939453,80.699996948242188,95.5,66,44,False
1423,Player_1423,24,174,84,France,Goalkeeper,20.299999237060547,59.299999237060547,61.200000762939453,62.700000762939453,61,False
1424,Player_1424,37,174,70,Germany,Goalkeeper,34.299999237060547,63.200000762939453,93.199996948242188,69.5,99,True
1425,Player_1425,22,207,119,Spain,Forward,20.200000762939453,99.900001525878906,99.900001525878906,58.099998474121094,41,False
1426,Player_1426,18,199,68,Brazil,Midfielder,22.299999237060547,63.099998474121094,53.900001525878906,97.5,43,False
1427,Player_1427,34,179,110,India,Defender,28.100000381469727,73.300003051757813,47.299999237060547,30.899999618530273,40,False
1428,Player_1428,20,174,91,Spain,Midfielder,29.700000762939453,69.300003051757813,46.5,51.599998474121094,48,False
1429,Player_1429,30,194,103,UK,Forward,30.899999618530273,84.400001525878906,62.599998474121094,99,36,False
1430,Player_1430,31,165,104,Spain,Midfielder,23.700000762939453,66.800003051757813,88.5,94.699996948242188,45,True
1431,Player_1431,35,189,90,UK,Goalkeeper,24.5,84.099998474121094,85,88.300003051757813,37,False
1432,Player_1432,21,167,106,India,Goalkeeper,23.600000381469727,98,51.799999237060547,40.900001525878906,43,False
1433,Player_1433,35,190,77,Brazil,Midfielder,23.700000762939453,62.599998474121094,72.099998474121094,86.5,46,False
1434,Player_1434,22,207,99,Brazil,Midfielder,31.700000762939453,68.5,61.700000762939453,36.5,79,False
1435,Player_1435,33,206,82,India,Goalkeeper,34.200000762939453,67.099998474121094,89.900001525878906,35.5,65,False
1436,Player_1436,18,191,74,India,Midfielder,28.899999618530273,65,88.300003051757813,35.700000762939453,91,True
1437,Player_1437,38,204,103,France,Goalkeeper,22.399999618530273,63.5,88.599998474121094,70.800003051757813,41,False
1438,Player_1438,31,174,111,Germany,Midfielder,21,81.5,71.5,78.300003051757813,68,False
1439,Player_1439,32,177,113,UK,Defender,23.600000381469727,77.400001525878906,88.400001525878906,47.900001525878906,48,False
1440,Player_1440,26,172,80,USA,Defender,22.700000762939453,75.400001525878906,84,75.699996948242188,68,False
1441,Player_1441,32,183,73,India,Forward,28.700000762939453,90,71.5,62.099998474121094,77,True
1442,Player_1442,34,199,67,USA,Goalkeeper,30.5,57.299999237060547,86.400001525878906,98.099998474121094,72,False
1443,Player_1443,21,173,116,France,Defender,20.100000381469727,58.5,62.599998474121094,54.099998474121094,84,False
1444,Player_1444,29,187,68,India,Goalkeeper,26.600000381469727,75.699996948242188,86.800003051757813,77.800003051757813,39,False
1445,Player_1445,22,170,65,Germany,Defender,29.299999237060547,67.699996948242188,77.400001525878906,39,47,True
1446,Player_1446,22,165,66,UK,Forward,22.899999618530273,58.700000762939453,91.699996948242188,34.099998474121094,81,False
1447,Player_1447,28,184,89,France,Goalkeeper,33.5,84.5,93.5,73.800003051757813,77,False
1448,Player_1448,23,160,93,Germany,Defender,28.200000762939453,74.800003051757813,63.299999237060547,47.700000762939453,42,True
1449,Player_1449,24,184,86,USA,Goalkeeper,25.200000762939453,60.099998474121094,57.299999237060547,94,79,False
1450,Player_1450,31,161,68,UK,Forward,20.299999237060547,63.200000762939453,56.799999237060547,31.100000381469727,89,False
1451,Player_1451,28,191,119,Germany,Forward,27.299999237060547,86.199996948242188,59.599998474121094,95.900001525878906,31,False
1452,Player_1452,30,172,81,Spain,Defender,25,66.400001525878906,43,31.399999618530273,86,False
1453,Player_1453,19,192,114,UK,Midfielder,34.5,60.200000762939453,95.900001525878906,75.300003051757813,80,False
1454,Player_1454,24,191,97,Spain,Forward,25.700000762939453,98.300003051757813,47.400001525878906,89.099998474121094,90,False
1455,Player_1455,37,183,119,Brazil,Midfielder,33.799999237060547,54.400001525878906,92.699996948242188,60.099998474121094,99,False
1456,Player_1456,21,186,109,Brazil,Forward,30.299999237060547,57.299999237060547,69.300003051757813,76.199996948242188,64,False
1457,Player_1457,25,163,89,Brazil,Defender,21.100000381469727,85.900001525878906,94,50.599998474121094,97,False
1458,Player_1458,37,183,86,France,Midfielder,34,71.300003051757813,96,62.5,96,False
1459,Player_1459,39,182,73,Germany,Goalkeeper,22.5,87.599998474121094,89.300003051757813,42.099998474121094,86,False
1460,Player_1460,38,188,93,Brazil,Forward,26.700000762939453,77.599998474121094,64.400001525878906,46,59,False
1461,Player_1461,36,193,74,India,Defender,33.799999237060547,52,64.699996948242188,92.599998474121094,40,False
1462,Player_1462,30,180,82,Germany,Goalkeeper,32.400001525878906,84.199996948242188,98,79.699996948242188,52,False
1463,Player_1463,31,189,57,Germany,Midfielder,27.299999237060547,90.300003051757813,60.200000762939453,88.900001525878906,78,False
1464,Player_1464,27,185,86,Germany,Defender,23.100000381469727,77.599998474121094,64.699996948242188,58.5,67,False
1465,Player_1465,28,179,112,UK,Goalkeeper,27.600000381469727,65.400001525878906,57.5,38.900001525878906,65,False
1466,Player_1466,19,175,108,India,Defender,28.200000762939453,50.799999237060547,70.800003051757813,93.900001525878906,99,False
1467,Player_1467,26,162,96,Spain,Midfielder,35,95.300003051757813,76.599998474121094,97.599998474121094,38,False
1468,Player_1468,34,208,69,Spain,Goalkeeper,32.400001525878906,85.300003051757813,79.800003051757813,89.599998474121094,49,False
1469,Player_1469,20,196,116,France,Forward,32.900001525878906,52.200000762939453,49.5,69.400001525878906,65,False
1470,Player_1470,23,199,85,Brazil,Forward,34.799999237060547,92,60.799999237060547,65.099998474121094,80,False
1471,Player_1471,22,203,115,France,Defender,27.799999237060547,52.700000762939453,99.800003051757813,92.599998474121094,48,True
1472,Player_1472,22,184,80,Germany,Forward,28.799999237060547,85.599998474121094,44.299999237060547,58.799999237060547,53,False
1473,Player_1473,39,182,111,USA,Midfielder,26.799999237060547,84.699996948242188,62.299999237060547,71.099998474121094,66,False
1474,Player_1474,32,203,74,USA,Midfielder,21.899999618530273,95.800003051757813,52.700000762939453,59,45,False
1475,Player_1475,34,160,75,India,Goalkeeper,27.899999618530273,58.299999237060547,56.900001525878906,35.5,59,False
1476,Player_1476,26,192,114,Germany,Goalkeeper,28.700000762939453,78.400001525878906,68,92,40,False
1477,Player_1477,20,174,117,Brazil,Goalkeeper,23.600000381469727,77.199996948242188,99.199996948242188,80.599998474121094,70,False
1478,Player_1478,37,176,105,Spain,Defender,31.700000762939453,51.700000762939453,88.699996948242188,62.5,58,False
1479,Player_1479,34,193,93,France,Defender,21.899999618530273,81.900001525878906,54.400001525878906,41.400001525878906,68,False
1480,Player_1480,27,176,65,UK,Midfielder,27.5,62.700000762939453,48.200000762939453,42.400001525878906,71,False
1481,Player_1481,20,200,111,USA,Midfielder,29.899999618530273,66.599998474121094,76.400001525878906,76.5,53,False
