player_id,matches_played,goals_scored,assists,yellow_cards,red_cards,minutes_played,pass_accuracy,tackles,saves,star_player,is_valid,data_quality_flag
117,25,8,11,0,1,769,72.400001525878906,37,15,True,Valid,VALID
118,5,26,6,1,2,3509,90.5,34,15,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
119,22,25,6,3,0,1330,58.099998474121094,42,16,True,Not Valid,STAR_WITH_LOW_STAMINA
120,39,1,2,8,2,301,83.800003051757813,10,7,False,Valid,VALID
121,47,15,15,7,1,978,76.900001525878906,25,10,True,Valid,VALID
122,4,26,10,4,1,3856,69.5,25,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
123,38,15,13,3,0,512,51.5,34,11,True,Valid,VALID
124,37,9,1,1,2,1810,53.299999237060547,15,13,True,Valid,VALID
125,27,4,11,4,1,2423,69.599998474121094,46,10,True,Valid,VALID
126,11,27,0,8,1,2995,61.599998474121094,3,0,True,Valid,VALID
127,10,15,0,7,1,3683,88.099998474121094,12,8,True,Valid,VALID
128,24,8,19,9,2,3561,81,39,15,True,Valid,VALID
129,31,6,13,3,1,3006,94.5,4,2,True,Not Valid,STAR_WITH_LOW_STAMINA
130,45,23,9,6,0,767,90.900001525878906,26,16,True,Valid,VALID
131,43,17,0,9,2,3656,80.699996948242188,17,11,True,Valid,VALID
132,28,20,17,0,0,128,62.900001525878906,30,2,True,Valid,VALID
133,8,9,15,0,2,3031,84.5,27,17,True,Not Valid,STAR_WITH_LOW_STAMINA
134,21,25,1,6,2,3292,77.800003051757813,44,13,True,Not Valid,STAR_WITH_LOW_STAMINA
135,11,4,9,5,1,3360,87.699996948242188,26,19,True,Not Valid,STAR_WITH_LOW_STAMINA
136,42,12,10,4,2,4067,85.300003051757813,39,0,True,Valid,VALID
137,3,23,14,5,0,2726,71.599998474121094,3,11,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
138,6,4,12,0,2,214,61.099998474121094,25,16,True,Valid,VALID
139,24,15,11,7,0,1569,57.400001525878906,23,7,True,Valid,VALID
140,3,13,11,0,0,3859,93.199996948242188,5,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
141,15,25,5,6,0,1505,59.200000762939453,31,15,True,Valid,VALID
142,32,19,6,2,0,492,94.099998474121094,40,14,True,Valid,VALID
143,4,12,14,0,1,4312,70.099998474121094,23,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
144,3,21,11,6,1,187,80.800003051757813,10,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
145,28,20,10,7,0,3023,61.700000762939453,26,14,True,Valid,VALID
146,18,29,12,6,0,1681,86.199996948242188,20,3,True,Valid,VALID
147,33,12,19,0,1,2432,84.099998474121094,42,1,True,Valid,VALID
148,15,3,4,8,1,4131,70.300003051757813,19,15,True,Valid,VALID
149,39,7,5,8,2,522,76.599998474121094,6,13,True,Valid,VALID
150,1,21,2,2,2,3318,51.799999237060547,25,18,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
151,8,14,11,0,1,1935,59.200000762939453,35,3,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
152,32,16,13,8,2,2221,90.699996948242188,38,6,True,Valid,VALID
153,18,24,6,4,1,2063,75.599998474121094,13,10,True,Valid,VALID
154,41,16,15,1,1,1698,87.699996948242188,47,17,True,Valid,VALID
155,28,12,1,7,2,124,89.599998474121094,42,1,True,Valid,VALID
156,17,3,6,4,0,754,72.300003051757813,1,16,True,Valid,VALID
157,13,0,3,8,2,1022,68.599998474121094,33,16,True,Valid,VALID
158,6,13,19,9,1,2144,57.299999237060547,8,13,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
159,11,25,16,9,2,1101,80.599998474121094,37,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
160,7,10,11,6,0,3032,67.199996948242188,35,18,True,Not Valid,STAR_WITH_LOW_STAMINA
161,14,6,4,4,2,1538,75.300003051757813,6,18,True,Valid,VALID
162,14,10,17,2,0,2262,76.5,43,17,True,Not Valid,STAR_WITH_LOW_STAMINA
163,7,2,13,3,0,3477,89.599998474121094,26,10,True,Valid,VALID
164,19,17,17,3,0,2927,71,24,2,True,Not Valid,STAR_WITH_LOW_STAMINA
165,2,3,5,1,2,291,75,17,13,False,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
166,10,9,5,2,1,14,77.800003051757813,44,7,True,Valid,VALID
167,26,11,0,4,0,389,68.699996948242188,41,13,True,Valid,VALID
168,44,23,2,6,0,1915,56.099998474121094,7,6,True,Valid,VALID
169,33,19,0,0,0,2931,70.300003051757813,32,9,True,Valid,VALID
170,46,26,3,7,1,73,52.599998474121094,44,19,True,Valid,VALID
171,29,1,10,9,2,3508,58.700000762939453,33,11,True,Valid,VALID
172,35,20,19,1,2,3577,83.599998474121094,48,7,True,Not Valid,STAR_WITH_LOW_STAMINA
173,33,15,15,4,2,2830,78.099998474121094,8,14,True,Not Valid,STAR_WITH_LOW_STAMINA
174,34,27,19,9,0,2845,85.599998474121094,20,18,True,Valid,VALID
175,1,29,2,0,1,3415,78.800003051757813,4,5,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
176,20,28,13,9,1,2760,71.300003051757813,41,7,True,Valid,VALID
177,22,4,9,9,1,767,64.199996948242188,15,14,True,Valid,VALID
178,14,29,6,3,2,3227,73.300003051757813,2,14,True,Not Valid,STAR_WITH_LOW_STAMINA
179,7,5,16,9,1,3877,83.400001525878906,17,11,True,Not Valid,YELLOW_CARDS_GT_MATCHES
180,21,5,8,4,2,1006,50.599998474121094,32,0,True,Valid,VALID
181,42,26,1,7,1,4007,58.900001525878906,6,9,True,Not Valid,STAR_WITH_LOW_STAMINA
182,6,26,7,8,2,3566,53.799999237060547,14,4,True,Not Valid,STAR_WITH_LOW_STAMINA
183,21,19,0,3,1,509,70.699996948242188,30,3,True,Valid,VALID
184,36,21,3,1,1,2742,71.599998474121094,18,0,True,Valid,VALID
185,25,1,13,7,0,2600,78.5,31,8,True,Valid,VALID
186,9,17,9,1,1,3045,71.599998474121094,3,0,True,Valid,VALID
187,15,20,15,5,1,432,90.599998474121094,36,10,True,Valid,VALID
188,0,5,16,0,2,1460,79.800003051757813,35,9,True,Not Valid,RED_CARDS_GT_MATCHES
189,32,22,17,8,0,4453,94.199996948242188,7,14,True,Valid,VALID
190,34,1,14,0,2,2996,72.699996948242188,2,18,True,Valid,VALID
191,3,13,11,7,2,284,60.599998474121094,28,15,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
192,47,26,14,5,2,3221,80.400001525878906,37,10,True,Valid,VALID
193,23,3,10,0,2,3992,53.5,25,14,True,Valid,VALID
194,14,15,10,0,2,806,93.5,19,15,True,Valid,VALID
195,4,6,14,5,2,2043,81.5,3,15,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
196,27,27,11,5,0,1610,60.599998474121094,46,5,True,Valid,VALID
197,24,20,18,3,1,3235,89.800003051757813,20,8,True,Not Valid,STAR_WITH_LOW_STAMINA
198,8,18,19,2,0,1044,50.200000762939453,1,11,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
199,39,28,10,1,1,278,58.400001525878906,11,9,True,Valid,VALID
200,0,24,9,4,0,1883,86.900001525878906,37,3,True,Not Valid,STAR_WITH_LOW_STAMINA
201,44,24,10,3,0,2793,60.799999237060547,22,9,True,Valid,VALID
202,18,16,11,7,0,1909,63.5,35,11,True,Not Valid,STAR_WITH_LOW_STAMINA
203,15,7,14,7,0,4099,93.400001525878906,47,14,True,Valid,VALID
204,49,18,0,7,0,765,60.799999237060547,45,9,True,Valid,VALID
205,16,29,15,2,2,716,92.099998474121094,16,13,True,Valid,VALID
206,49,12,18,6,2,1246,71.099998474121094,23,2,True,Valid,VALID
207,48,21,11,6,0,3128,76.900001525878906,44,16,True,Valid,VALID
208,1,5,1,3,2,3365,53.099998474121094,5,18,True,Not Valid,STAR_WITH_LOW_STAMINA
209,20,27,4,8,0,3862,67.800003051757813,45,15,True,Valid,VALID
210,23,21,17,7,0,3752,83.699996948242188,27,12,True,Valid,VALID
211,9,8,2,9,2,2097,55.5,41,0,True,Not Valid,STAR_WITH_LOW_STAMINA
212,45,16,11,7,0,3499,66.800003051757813,43,8,True,Valid,VALID
213,5,1,6,1,1,4082,87.599998474121094,9,18,True,Valid,VALID
214,13,4,14,9,0,557,93.800003051757813,33,9,True,Valid,VALID
215,19,6,16,3,0,68,90.300003051757813,18,10,True,Valid,VALID
216,14,8,5,3,2,3287,80.5,29,10,True,Valid,VALID
217,17,21,10,5,2,1876,75,22,19,True,Not Valid,STAR_WITH_LOW_STAMINA
218,28,28,14,0,0,247,92.5,18,7,True,Valid,VALID
219,40,6,5,9,1,617,74.099998474121094,29,19,True,Valid,VALID
220,15,7,18,4,1,2803,75.5,47,19,True,Valid,VALID
221,40,17,7,3,0,1385,90.900001525878906,20,4,True,Valid,VALID
222,15,1,12,4,1,3639,79.099998474121094,4,11,True,Valid,VALID
223,4,6,14,3,0,387,60.200000762939453,34,6,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
224,45,16,15,6,1,3844,50.200000762939453,34,4,True,Valid,VALID
225,26,28,14,2,1,3430,71,16,16,True,Valid,VALID
226,27,15,16,0,2,3429,80.800003051757813,39,7,True,Valid,VALID
227,31,15,19,2,0,3408,66.699996948242188,30,0,True,Not Valid,STAR_WITH_LOW_STAMINA
228,5,3,11,5,0,2617,87.699996948242188,21,6,True,Valid,VALID
229,0,13,10,6,0,2463,85.400001525878906,11,6,True,Not Valid,YELLOW_CARDS_GT_MATCHES
230,42,23,9,4,0,585,68,48,18,True,Valid,VALID
231,10,25,4,1,0,3608,80.900001525878906,45,3,True,Not Valid,STAR_WITH_LOW_STAMINA
232,7,11,9,1,1,426,88.5,28,0,True,Valid,VALID
233,20,24,1,5,1,713,89.099998474121094,40,6,True,Valid,VALID
234,41,23,10,6,2,3773,93,34,8,True,Valid,VALID
235,13,19,8,6,2,3369,84.099998474121094,1,8,True,Valid,VALID
236,24,26,16,7,0,3269,69.800003051757813,31,4,True,Valid,VALID
237,13,8,16,0,2,1557,88.699996948242188,45,12,True,Valid,VALID
238,27,4,14,5,1,2710,64.599998474121094,22,0,True,Valid,VALID
239,40,0,5,0,1,3963,54,34,7,True,Valid,VALID
240,10,16,6,0,2,2720,58.299999237060547,16,17,True,Valid,VALID
241,8,0,13,9,0,3079,86.5,19,12,True,Not Valid,YELLOW_CARDS_GT_MATCHES
242,18,8,4,2,1,2064,90.5,22,10,True,Valid,VALID
243,23,15,17,3,1,1518,85.300003051757813,3,18,True,Valid,VALID
244,45,22,15,3,0,4406,61.200000762939453,26,3,True,Valid,VALID
245,40,12,11,0,2,1764,75.599998474121094,29,19,True,Not Valid,STAR_WITH_LOW_STAMINA
246,20,20,16,4,1,1174,63.5,31,4,True,Valid,VALID
247,18,27,11,3,0,1387,90,11,6,True,Valid,VALID
248,41,4,12,9,2,3033,59.900001525878906,14,2,True,Valid,VALID
249,20,6,17,3,1,2451,83.400001525878906,31,13,True,Not Valid,STAR_WITH_LOW_STAMINA
250,40,8,6,8,0,3603,69.5,39,1,True,Not Valid,STAR_WITH_LOW_STAMINA
251,37,27,4,5,1,1216,58.400001525878906,39,13,True,Valid,VALID
252,48,27,3,9,1,272,71.599998474121094,18,4,True,Valid,VALID
253,12,7,15,0,1,403,76.900001525878906,36,17,True,Valid,VALID
254,21,29,2,4,0,3372,71.199996948242188,0,17,True,Not Valid,STAR_WITH_LOW_STAMINA
255,1,3,9,3,1,3265,55.200000762939453,31,5,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
256,19,13,17,9,1,3668,51.299999237060547,6,18,True,Valid,VALID
257,3,3,7,6,0,2434,68.5,6,6,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
258,32,23,10,5,2,2356,69.699996948242188,23,1,True,Valid,VALID
259,30,3,2,2,1,2549,77.400001525878906,14,1,True,Valid,VALID
260,28,28,3,4,2,1983,67.900001525878906,34,16,True,Valid,VALID
261,4,7,0,0,1,801,51.900001525878906,47,16,True,Not Valid,STAR_WITH_LOW_STAMINA
262,3,1,19,1,0,958,94.599998474121094,0,6,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
263,2,0,17,5,1,4044,64.599998474121094,42,18,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
264,43,29,9,3,1,3593,59.099998474121094,7,14,True,Valid,VALID
265,33,22,17,0,0,2628,61.200000762939453,47,2,True,Valid,VALID
266,5,15,5,6,2,3149,87.300003051757813,36,6,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
267,31,19,14,4,2,3701,88,41,10,True,Not Valid,STAR_WITH_LOW_STAMINA
268,16,17,2,7,1,98,90.199996948242188,29,15,True,Valid,VALID
269,25,3,9,3,0,4397,70.099998474121094,22,10,True,Valid,VALID
270,19,8,4,6,2,2157,67.300003051757813,32,4,True,Valid,VALID
271,43,19,13,3,0,3348,88.199996948242188,21,18,True,Not Valid,STAR_WITH_LOW_STAMINA
272,43,13,4,4,0,3499,93.199996948242188,42,17,True,Valid,VALID
273,43,16,4,6,1,740,59.700000762939453,22,13,True,Not Valid,STAR_WITH_LOW_STAMINA
274,15,6,12,9,2,551,70.599998474121094,1,19,True,Valid,VALID
275,0,16,9,0,1,3597,84.300003051757813,4,13,True,Not Valid,RED_CARDS_GT_MATCHES
276,49,4,11,1,2,3201,92.199996948242188,42,1,True,Not Valid,STAR_WITH_LOW_STAMINA
277,48,0,15,7,1,2582,70.400001525878906,28,18,True,Valid,VALID
278,30,14,5,4,0,2451,64.900001525878906,7,8,True,Not Valid,STAR_WITH_LOW_STAMINA
279,42,8,7,8,0,1280,52.099998474121094,18,12,True,Valid,VALID
280,27,27,5,8,0,2267,79.800003051757813,0,4,True,Valid,VALID
281,25,28,10,9,2,196,75.599998474121094,42,11,True,Valid,VALID
282,30,8,6,4,2,705,74.599998474121094,17,2,True,Not Valid,STAR_WITH_LOW_STAMINA
283,31,18,7,0,2,1596,70.199996948242188,29,13,True,Valid,VALID
284,37,0,19,0,0,4093,69.900001525878906,44,16,True,Valid,VALID
285,36,15,8,9,2,2815,61.799999237060547,18,19,True,Not Valid,STAR_WITH_LOW_STAMINA
286,21,6,10,3,1,3002,60.799999237060547,49,2,True,Valid,VALID
287,8,3,19,4,0,772,75.099998474121094,45,7,True,Valid,VALID
288,24,2,12,9,1,3390,89.400001525878906,4,17,True,Valid,VALID
289,35,4,12,8,2,1461,84,10,5,True,Valid,VALID
290,46,15,3,3,1,2315,92.199996948242188,25,15,True,Valid,VALID
291,12,10,4,6,1,2046,86.400001525878906,27,18,True,Valid,VALID
292,40,27,14,3,1,2707,62,2,2,True,Valid,VALID
293,29,1,19,3,0,4273,73.900001525878906,43,17,True,Valid,VALID
294,36,1,13,4,0,3128,93,13,9,True,Valid,VALID
295,29,19,14,2,2,4070,86.099998474121094,16,11,True,Not Valid,STAR_WITH_LOW_STAMINA
296,40,13,3,1,2,2398,71.300003051757813,10,7,True,Valid,VALID
297,12,26,0,9,2,4070,68.599998474121094,3,10,True,Not Valid,STAR_WITH_LOW_STAMINA
298,42,27,3,6,2,3067,53.5,27,2,True,Not Valid,STAR_WITH_LOW_STAMINA
299,2,22,1,8,2,2536,59.599998474121094,12,5,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
300,45,20,16,1,0,1006,71.599998474121094,24,12,True,Valid,VALID
301,44,6,10,2,0,929,55.700000762939453,41,17,True,Valid,VALID
302,16,12,11,7,1,2245,52.900001525878906,37,16,True,Valid,VALID
303,0,20,18,4,2,124,63.5,3,6,True,Not Valid,YELLOW_CARDS_GT_MATCHES
304,10,16,16,0,1,3212,64.5,40,1,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
305,3,16,17,5,1,1237,71.099998474121094,39,5,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
306,44,13,7,0,1,1013,58.5,27,11,True,Not Valid,STAR_WITH_LOW_STAMINA
307,12,6,10,3,2,2980,76.699996948242188,23,8,True,Not Valid,STAR_WITH_LOW_STAMINA
308,20,27,0,3,2,2304,61.400001525878906,48,15,True,Not Valid,STAR_WITH_LOW_STAMINA
309,39,25,19,3,1,2793,94.400001525878906,14,14,True,Valid,VALID
310,31,23,10,8,1,1201,54,27,13,True,Valid,VALID
311,25,29,3,2,1,243,70.199996948242188,25,4,True,Valid,VALID
312,0,23,1,7,1,2129,60.799999237060547,21,2,True,Not Valid,YELLOW_CARDS_GT_MATCHES
313,20,11,7,0,0,253,85,6,7,True,Valid,VALID
314,11,22,2,2,0,2183,57.599998474121094,9,13,True,Valid,VALID
315,8,3,11,1,2,2866,63.5,21,15,True,Valid,VALID
316,46,12,7,1,2,1174,52.700000762939453,28,12,True,Valid,VALID
317,35,9,17,1,2,3732,52.700000762939453,36,12,True,Valid,VALID
318,45,12,9,7,1,2309,57,27,6,True,Valid,VALID
319,8,25,7,2,2,3806,60.900001525878906,19,11,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
320,41,29,13,8,1,1430,51.700000762939453,19,15,True,Valid,VALID
321,21,4,0,0,2,2318,71.800003051757813,0,7,True,Valid,VALID
322,2,14,2,5,1,2241,70.599998474121094,6,9,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
323,1,1,16,1,2,3144,69.099998474121094,48,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
324,31,20,14,6,2,2972,83.199996948242188,29,7,True,Not Valid,STAR_WITH_LOW_STAMINA
325,9,1,4,9,2,2606,61.099998474121094,49,16,True,Not Valid,STAR_WITH_LOW_STAMINA
326,34,14,6,7,0,1771,69.699996948242188,32,5,True,Valid,VALID
