player_id,team,contract_years,market_value_million,experience_level
254,TeamA,4,61.330001831054688,Intermediate
255,TeamB,4,61.930000305175781,Beginner
256,TeamA,1,22.069999694824219,Intermediate
257,TeamA,3,16.350000381469727,Beginner
258,TeamA,1,12.930000305175781,Expert
259,TeamA,1,13.020000457763672,Expert
260,TeamC,2,57.360000610351563,Expert
261,TeamB,5,79.550003051757813,Beginner
262,TeamB,5,86.480003356933594,Beginner
263,TeamB,5,84.209999084472656,Beginner
264,TeamD,2,89.480003356933594,Expert
265,TeamD,4,80.30999755859375,Expert
266,TeamB,3,94.779998779296875,Beginner
267,TeamD,5,83.180000305175781,Expert
268,TeamA,1,44.240001678466797,Intermediate
269,TeamD,5,13.850000381469727,Intermediate
270,TeamE,5,16.440000534057617,Intermediate
271,TeamC,3,53.319999694824219,Expert
272,TeamC,5,58.25,Expert
273,TeamE,2,70.319999694824219,Expert
274,TeamA,3,58.599998474121094,Intermediate
275,TeamD,2,47.119998931884766,Beginner
276,TeamA,2,88.589996337890625,Expert
277,TeamC,3,20.379999160766602,Expert
278,TeamE,2,1.8300000429153442,Expert
279,TeamB,5,80.610000610351563,Expert
280,TeamA,4,70.010002136230469,Expert
281,TeamA,3,47.240001678466797,Intermediate
282,TeamE,1,12.109999656677246,Expert
283,TeamB,4,71.269996643066406,Expert
284,TeamE,4,52.029998779296875,Expert
285,TeamB,5,42.979999542236328,Expert
286,TeamD,2,34.259998321533203,Intermediate
287,TeamC,2,79.209999084472656,Beginner
288,TeamB,2,99.699996948242188,Intermediate
289,TeamD,3,72.760002136230469,Expert
290,TeamA,1,83.489997863769531,Expert
291,TeamE,2,7.8899998664855957,Intermediate
292,TeamD,4,57.069999694824219,Expert
293,TeamC,4,72.949996948242188,Expert
294,TeamA,1,26.739999771118164,Expert
295,TeamB,5,22.049999237060547,Expert
296,TeamE,1,26.829999923706055,Expert
297,TeamC,1,37.909999847412109,Intermediate
298,TeamD,4,28.690000534057617,Expert
299,TeamD,2,64.510002136230469,Beginner
300,TeamD,3,91.839996337890625,Expert
301,TeamD,5,83.529998779296875,Expert
302,TeamA,3,55.770000457763672,Intermediate
303,TeamE,1,0.95999997854232788,Beginner
304,TeamD,5,15.649999618530273,Beginner
305,TeamB,2,44.349998474121094,Beginner
306,TeamA,2,40.349998474121094,Expert
307,TeamA,3,77.669998168945313,Intermediate
308,TeamA,1,19.379999160766602,Intermediate
309,TeamC,2,48.930000305175781,Expert
310,TeamE,1,6.940000057220459,Expert
311,TeamB,2,33.930000305175781,Intermediate
312,TeamD,5,57.700000762939453,Beginner
313,TeamB,4,69.089996337890625,Intermediate
314,TeamA,1,59.630001068115234,Intermediate
315,TeamE,3,65.860000610351563,Beginner
316,TeamE,1,85.75,Expert
317,TeamE,2,45.080001831054688,Expert
318,TeamB,5,16.440000534057617,Expert
319,TeamC,3,19.530000686645508,Beginner
320,TeamD,4,74.75,Expert
321,TeamB,4,98.620002746582031,Intermediate
322,TeamB,1,30.950000762939453,Beginner
323,TeamE,1,77.5,Beginner
324,TeamE,5,24.049999237060547,Expert
325,TeamC,1,48.099998474121094,Beginner
326,TeamE,1,94.620002746582031,Expert
327,TeamB,2,57.599998474121094,Expert
328,TeamE,2,42.720001220703125,Expert
329,TeamC,1,31.670000076293945,Expert
330,TeamA,5,89.099998474121094,Beginner
331,TeamD,4,39.909999847412109,Expert
332,TeamC,4,96.639999389648438,Expert
333,TeamA,1,66.589996337890625,Beginner
334,TeamD,2,73.599998474121094,Intermediate
335,TeamA,2,36.130001068115234,Expert
336,TeamA,2,92.349998474121094,Expert
337,TeamB,2,9.1599998474121094,Expert
338,TeamC,3,49.819999694824219,Expert
339,TeamA,3,41.490001678466797,Expert
340,TeamC,4,19.260000228881836,Expert
341,TeamC,4,58.130001068115234,Expert
342,TeamC,4,83.680000305175781,Beginner
343,TeamC,2,71.879997253417969,Intermediate
344,TeamA,4,25.959999084472656,Expert
345,TeamC,3,91.620002746582031,Intermediate
346,TeamD,4,73.610000610351563,Expert
347,TeamE,5,70.019996643066406,Expert
348,TeamD,5,66.19000244140625,Expert
349,TeamB,5,69.529998779296875,Intermediate
350,TeamC,1,56.580001831054688,Intermediate
351,TeamC,3,58.759998321533203,Expert
352,TeamA,5,66.25,Intermediate
353,TeamB,4,64.379997253417969,Intermediate
354,TeamE,4,90.610000610351563,Beginner
355,TeamE,2,18.649999618530273,Expert
356,TeamD,3,47,Expert
357,TeamD,1,50.529998779296875,Expert
358,TeamE,1,80.959999084472656,Expert
359,TeamC,1,86.30999755859375,Expert
360,TeamA,2,79.480003356933594,Expert
361,TeamE,3,54.310001373291016,Intermediate
362,TeamD,3,94.959999084472656,Beginner
363,TeamA,5,41.009998321533203,Intermediate
364,TeamE,2,3.4900000095367432,Expert
365,TeamC,3,29.180000305175781,Expert
366,TeamE,3,56.479999542236328,Intermediate
367,TeamD,4,72.510002136230469,Intermediate
368,TeamE,4,64.319999694824219,Expert
369,TeamD,1,49.900001525878906,Expert
370,TeamC,2,80.94000244140625,Expert
371,TeamC,1,71.010002136230469,Beginner
372,TeamA,2,76.900001525878906,Expert
373,TeamC,3,54.900001525878906,Expert
374,TeamC,1,22.540000915527344,Intermediate
375,TeamC,2,78.010002136230469,Intermediate
376,TeamE,3,38.610000610351563,Expert
377,TeamC,5,63.020000457763672,Intermediate
378,TeamC,1,37.209999084472656,Beginner
379,TeamE,3,89.449996948242188,Expert
380,TeamD,1,93.400001525878906,Beginner
381,TeamB,5,92.089996337890625,Expert
382,TeamD,3,19.260000228881836,Expert
383,TeamC,5,90,Expert
384,TeamA,1,29.409999847412109,Intermediate
385,TeamB,2,18.430000305175781,Expert
386,TeamA,5,27.809999465942383,Beginner
387,TeamA,3,92.480003356933594,Intermediate
388,TeamD,5,66.580001831054688,Beginner
389,TeamE,1,21.440000534057617,Expert
390,TeamE,4,73.819999694824219,Expert
391,TeamE,3,89.470001220703125,Beginner
392,TeamC,5,73.430000305175781,Expert
393,TeamB,1,32.139999389648438,Expert
394,TeamB,1,9.9399995803833008,Beginner
395,TeamE,2,3.869999885559082,Intermediate
396,TeamB,3,31.069999694824219,Expert
397,TeamA,2,34.869998931884766,Expert
398,TeamD,2,24.309999465942383,Beginner
399,TeamD,2,89.669998168945313,Beginner
400,TeamA,3,68.25,Expert
401,TeamA,3,2.2200000286102295,Beginner
402,TeamC,4,89.949996948242188,Expert
403,TeamE,3,48.740001678466797,Beginner
404,TeamD,5,43.110000610351563,Beginner
405,TeamE,2,35.509998321533203,Intermediate
406,TeamC,4,14.640000343322754,Intermediate
407,TeamA,2,44.689998626708984,Expert
408,TeamC,1,59.360000610351563,Expert
409,TeamA,1,14.090000152587891,Beginner
410,TeamB,5,17.030000686645508,Expert
411,TeamA,5,99.419998168945313,Beginner
412,TeamD,5,24.069999694824219,Intermediate
413,TeamD,1,87.040000915527344,Expert
414,TeamE,3,72.529998779296875,Expert
415,TeamE,4,12.810000419616699,Intermediate
416,TeamB,5,57.319999694824219,Intermediate
417,TeamD,3,22.709999084472656,Expert
418,TeamA,2,26.75,Intermediate
419,TeamB,1,17.809999465942383,Expert
420,TeamD,4,70.010002136230469,Intermediate
421,TeamD,3,98.120002746582031,Intermediate
422,TeamB,4,63.770000457763672,Intermediate
423,TeamD,2,87.129997253417969,Expert
424,TeamC,4,43.709999084472656,Expert
425,TeamD,2,68.19000244140625,Intermediate
426,TeamD,2,91.169998168945313,Intermediate
427,TeamD,3,7.320000171661377,Expert
428,TeamE,1,69.430000305175781,Intermediate
429,TeamA,3,27.489999771118164,Intermediate
430,TeamE,2,30.969999313354492,Expert
431,TeamE,1,60.810001373291016,Expert
432,TeamD,4,43.869998931884766,Beginner
433,TeamD,3,49.069999694824219,Expert
434,TeamC,4,99.589996337890625,Beginner
435,TeamD,3,80.089996337890625,Expert
436,TeamE,4,92.849998474121094,Expert
437,TeamC,4,63.430000305175781,Beginner
438,TeamA,3,78.959999084472656,Beginner
439,TeamD,5,40.529998779296875,Expert
440,TeamC,4,79.660003662109375,Expert
441,TeamD,5,79.889999389648438,Expert
442,TeamB,1,98.589996337890625,Expert
443,TeamA,1,76.949996948242188,Expert
444,TeamE,4,95.80999755859375,Intermediate
445,TeamD,1,1.7000000476837158,Expert
446,TeamC,5,39.240001678466797,Beginner
447,TeamD,4,57.779998779296875,Expert
448,TeamA,1,8.9399995803833008,Intermediate
449,TeamD,2,96.650001525878906,Beginner
450,TeamD,1,24.049999237060547,Expert
451,TeamE,1,45.330001831054688,Expert
452,TeamD,1,17.549999237060547,Expert
453,TeamA,3,43.919998168945313,Expert
454,TeamD,5,5.7300000190734863,Beginner
455,TeamD,4,88.839996337890625,Intermediate
456,TeamC,2,66.760002136230469,Expert
457,TeamA,1,37.650001525878906,Beginner
458,TeamA,5,37,Beginner
459,TeamC,2,11.170000076293945,Intermediate
460,TeamE,4,92.360000610351563,Expert
461,TeamE,1,81.80999755859375,Beginner
462,TeamC,2,72.110000610351563,Expert
463,TeamB,4,41.180000305175781,Expert
464,TeamD,5,14.220000267028809,Expert
465,TeamE,3,80.400001525878906,Beginner
466,TeamA,3,17.090000152587891,Intermediate
467,TeamA,1,86.089996337890625,Intermediate
468,TeamC,1,26.389999389648438,Expert
469,TeamB,3,18.889999389648438,Expert
470,TeamD,3,89.550003051757813,Expert
471,TeamC,5,9.369999885559082,Expert
472,TeamC,3,40.970001220703125,Beginner
473,TeamE,4,62.209999084472656,Intermediate
474,TeamB,2,44.189998626708984,Intermediate
475,TeamC,2,52.009998321533203,Intermediate
476,TeamE,1,72.230003356933594,Expert
477,TeamB,2,96.419998168945313,Expert
478,TeamD,4,9.6400003433227539,Expert
479,TeamB,2,27.260000228881836,Intermediate
480,TeamD,5,2.6400001049041748,Beginner
481,TeamD,3,79.650001525878906,Intermediate
482,TeamB,4,16.600000381469727,Intermediate
483,TeamB,5,86.489997863769531,Expert
484,TeamB,1,75.800003051757813,Expert
485,TeamB,4,5.369999885559082,Expert
486,TeamA,3,18.870000839233398,Expert
487,TeamA,1,43.349998474121094,Expert
488,TeamA,1,57.229999542236328,Expert
489,TeamA,2,80.349998474121094,Expert
490,TeamC,1,63.590000152587891,Beginner
491,TeamC,2,75.349998474121094,Intermediate
492,TeamD,3,20.950000762939453,Intermediate
493,TeamD,5,75.239997863769531,Expert
494,TeamE,3,62.430000305175781,Intermediate
495,TeamA,4,21.680000305175781,Intermediate
496,TeamC,1,25.030000686645508,Expert
497,TeamD,3,75.69000244140625,Expert
498,TeamB,5,95.660003662109375,Intermediate
499,TeamE,5,60.990001678466797,Beginner
500,TeamA,1,61.290000915527344,Expert
501,TeamB,5,68.209999084472656,Expert
502,TeamE,4,7.3600001335144043,Expert
503,TeamA,3,96.739997863769531,Beginner
504,TeamA,2,65.290000915527344,Beginner
505,TeamC,5,36.720001220703125,Intermediate
506,TeamD,4,39.889999389648438,Beginner
507,TeamA,5,98.139999389648438,Expert
508,TeamE,4,0.52999997138977051,Beginner
509,TeamC,2,42.400001525878906,Expert
510,TeamB,4,72.779998779296875,Expert
511,TeamD,5,19.319999694824219,Beginner
512,TeamE,1,63.229999542236328,Expert
513,TeamB,4,98.410003662109375,Expert
514,TeamE,3,21.819999694824219,Intermediate
515,TeamC,5,71.730003356933594,Intermediate
516,TeamC,5,10.380000114440918,Intermediate
517,TeamC,1,36.349998474121094,Expert
518,TeamB,3,44.709999084472656,Intermediate
519,TeamB,4,3.9900000095367432,Beginner
520,TeamA,2,87.550003051757813,Beginner
521,TeamA,2,46.400001525878906,Intermediate
522,TeamB,4,27.590000152587891,Expert
523,TeamC,1,82.889999389648438,Expert
524,TeamB,2,9.880000114440918,Intermediate
525,TeamA,2,89.319999694824219,Beginner
526,TeamA,3,76.930000305175781,Intermediate
527,TeamA,2,9.9300003051757813,Expert
528,TeamD,2,27.110000610351563,Expert
529,TeamE,4,71.800003051757813,Expert
530,TeamC,2,13.630000114440918,Intermediate
531,TeamC,3,3.3499999046325684,Expert
532,TeamB,2,11.100000381469727,Expert
533,TeamB,2,76.410003662109375,Expert
534,TeamA,4,46.639999389648438,Expert
535,TeamD,4,84.889999389648438,Beginner
536,TeamC,1,83.610000610351563,Expert
537,TeamD,1,71.660003662109375,Expert
538,TeamC,4,15.880000114440918,Intermediate
539,TeamA,2,17.780000686645508,Intermediate
540,TeamE,2,44.330001831054688,Beginner
541,TeamC,2,90.599998474121094,Beginner
542,TeamB,1,29.799999237060547,Beginner
543,TeamD,5,55.990001678466797,Intermediate
544,TeamC,5,32.560001373291016,Expert
545,TeamC,5,14.189999580383301,Intermediate
546,TeamE,1,67.889999389648438,Intermediate
547,TeamB,2,61.080001831054688,Expert
548,TeamE,5,99.180000305175781,Expert
549,TeamB,5,37.380001068115234,Expert
550,TeamA,1,0.81999999284744263,Intermediate
551,TeamD,4,47.549999237060547,Expert
552,TeamB,2,80.879997253417969,Intermediate
553,TeamB,1,13.890000343322754,Intermediate
554,TeamA,4,2.0699999332427979,Expert
555,TeamD,3,84.819999694824219,Intermediate
556,TeamE,1,28.319999694824219,Intermediate
557,TeamA,1,87.680000305175781,Intermediate
558,TeamB,4,59.889999389648438,Beginner
559,TeamC,3,8.0200004577636719,Expert
560,TeamE,5,11.119999885559082,Beginner
561,TeamA,1,30.299999237060547,Beginner
562,TeamC,2,30.120000839233398,Expert
563,TeamC,1,49.380001068115234,Expert
564,TeamA,2,96.660003662109375,Expert
565,TeamC,2,8.6099996566772461,Expert
566,TeamC,2,10.449999809265137,Beginner
567,TeamD,1,95.300003051757813,Expert
568,TeamD,5,72.839996337890625,Expert
569,TeamA,5,49.229999542236328,Expert
570,TeamC,4,57.400001525878906,Expert
571,TeamB,5,91.790000915527344,Intermediate
572,TeamC,2,20.950000762939453,Beginner
573,TeamB,4,77.819999694824219,Expert
574,TeamD,4,49.319999694824219,Beginner
575,TeamC,4,41.700000762939453,Intermediate
576,TeamA,5,85.169998168945313,Intermediate
577,TeamE,5,8.8000001907348633,Expert
578,TeamB,3,93.110000610351563,Beginner
579,TeamD,1,30.590000152587891,Intermediate
580,TeamC,5,51.529998779296875,Intermediate
581,TeamD,3,42.150001525878906,Intermediate
582,TeamD,1,50.75,Beginner
583,TeamE,5,56.610000610351563,Expert
584,TeamE,2,52.889999389648438,Intermediate
585,TeamA,4,67.769996643066406,Expert
586,TeamD,4,94.290000915527344,Expert
587,TeamC,4,98.720001220703125,Intermediate
588,TeamE,2,3.1700000762939453,Expert
589,TeamC,5,23.520000457763672,Beginner
590,TeamA,5,7.179999828338623,Expert
591,TeamB,3,14.840000152587891,Expert
592,TeamA,2,33.25,Expert
593,TeamC,2,8.5799999237060547,Expert
594,TeamC,2,76.120002746582031,Beginner
595,TeamC,2,62.819999694824219,Intermediate
596,TeamA,3,9.8199996948242188,Expert
597,TeamE,4,90.389999389648438,Intermediate
598,TeamA,4,98.550003051757813,Expert
599,TeamD,4,76.419998168945313,Expert
600,TeamE,4,88.790000915527344,Intermediate
601,TeamE,4,1.309999942779541,Expert
602,TeamD,5,32.189998626708984,Intermediate
603,TeamE,1,78.30999755859375,Expert
604,TeamC,3,85.730003356933594,Intermediate
605,TeamC,1,92.339996337890625,Expert
606,TeamD,5,30.299999237060547,Intermediate
607,TeamC,1,71.849998474121094,Expert
608,TeamD,4,91.699996948242188,Expert
609,TeamD,2,6.9899997711181641,Intermediate
610,TeamB,4,71.470001220703125,Intermediate
611,TeamC,3,79.110000610351563,Intermediate
612,TeamD,2,33.849998474121094,Expert
613,TeamB,1,88.949996948242188,Expert
614,TeamC,2,39.009998321533203,Beginner
615,TeamC,4,30.110000610351563,Expert
616,TeamC,2,39.770000457763672,Intermediate
617,TeamA,4,46.060001373291016,Expert
618,TeamE,1,83.209999084472656,Expert
619,TeamC,4,27.170000076293945,Intermediate
620,TeamC,5,16.639999389648438,Expert
621,TeamE,5,27.329999923706055,Expert
622,TeamA,2,55.130001068115234,Expert
623,TeamA,3,97.769996643066406,Expert
624,TeamC,1,3.0999999046325684,Intermediate
625,TeamD,4,90.919998168945313,Beginner
626,TeamD,5,29.319999694824219,Intermediate
627,TeamA,2,48.310001373291016,Intermediate
628,TeamC,2,38.099998474121094,Expert
629,TeamE,4,90.199996948242188,Expert
630,TeamA,5,75.819999694824219,Intermediate
631,TeamB,5,31.559999465942383,Intermediate
632,TeamB,4,39.169998168945313,Intermediate
633,TeamB,4,76.699996948242188,Expert
634,TeamA,3,74.519996643066406,Expert
635,TeamE,2,77.839996337890625,Intermediate
636,TeamB,1,77.610000610351563,Beginner
637,TeamE,1,63.919998168945313,Beginner
638,TeamD,2,37.939998626708984,Expert
639,TeamC,3,40.770000457763672,Intermediate
640,TeamE,1,43.810001373291016,Beginner
641,TeamB,4,48.970001220703125,Expert
